Time (mins),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),CA1 (OPR),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),Interlayer (LM),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH),DG (GH)
26.800,64.708,74.786,78.165,82.671,50.616,43.222,36.912,35.917,47.470,52.248,48.676,46.407,51.858,55.834,53.207,43.975,42.405,44.481,44.600,39.650,44.582,55.518,42.596,36.698,50.488,57.137,49.924,53.135,51.555,51.341,50.207,51.032,56.166,51.038,50.426,80.186,88.287,71.043,72.709,70.041,65.453,73.358,36.529,33.918,34.434,40.583,58.794,56.040,53.610,59.936,62.631,34.160,49.333,44.380,46.549,36.056,52.786,50.824,47.886,52.540,51.787,50.641,47.407,52.111,46.691,45.746,47.734,50.346,48.748,53.852,53.787,53.111,55.396,54.729,55.624,58.207,56.793,56.079,69.761,41.984,44.212,76.293,38.593,47.519,43.759,38.393,40.274,42.256,50.796,43.044,46.617,45.749,60.896,44.171,40.691,44.157,41.233,33.969,51.173,47.412,48.985,48.643,45.728,41.207,37.198,44.714,53.753,51.893,38.689,37.023,34.219,62.880,53.275,41.202,46.110,29.402
26.817,67.997,75.822,78.987,83.410,49.132,41.148,36.031,33.804,44.482,52.953,47.511,47.762,48.539,53.514,53.550,43.739,42.392,45.368,44.800,39.695,44.574,55.409,40.081,33.019,47.171,55.100,46.736,50.867,51.537,51.419,50.936,52.323,56.080,51.014,50.637,80.143,88.746,71.366,73.278,70.839,65.189,72.429,35.269,32.543,33.185,39.074,48.965,52.287,50.847,44.724,43.852,34.479,49.843,44.692,46.563,35.909,53.015,50.843,48.134,49.984,50.344,48.347,44.783,50.055,45.280,48.239,46.924,51.195,48.734,50.467,54.870,54.604,55.291,57.185,55.547,56.653,56.485,56.024,71.062,41.653,42.512,76.676,36.962,45.618,42.312,37.669,39.642,40.463,48.724,40.474,45.916,44.412,45.791,44.487,40.623,44.447,41.367,34.229,50.115,43.033,46.870,48.810,46.178,41.153,35.980,45.847,55.593,51.531,38.559,37.148,33.787,63.345,53.008,41.167,46.185,29.347
26.833,63.598,74.457,77.715,82.079,47.494,39.346,34.029,31.507,46.727,54.732,48.240,41.476,51.254,53.071,53.044,43.513,43.144,44.482,44.558,40.037,45.875,55.765,42.168,35.112,48.855,57.245,48.591,52.507,51.539,51.382,49.942,52.560,55.385,50.327,50.825,78.591,87.492,70.881,72.931,69.575,60.483,69.202,33.084,32.656,31.743,37.316,52.884,48.825,44.743,54.266,59.533,34.417,49.315,44.651,46.544,36.221,53.332,50.903,47.962,52.206,51.197,49.349,48.008,51.751,50.344,45.493,48.379,50.390,49.788,53.097,55.409,52.894,56.036,55.468,54.795,57.697,57.638,56.420,65.210,45.135,46.949,74.561,34.512,45.038,39.933,35.290,36.492,38.232,46.313,39.293,44.299,41.909,58.649,44.469,40.372,44.316,41.268,33.883,53.033,47.398,49.984,50.564,51.715,43.203,39.725,48.122,56.866,51.497,38.550,36.768,33.964,62.469,51.445,41.253,46.322,29.462
26.850,65.271,75.002,78.570,83.068,49.380,40.441,35.697,33.804,52.320,50.796,53.187,41.573,53.718,57.797,53.002,42.773,41.782,44.832,43.416,39.443,44.760,56.798,45.182,39.090,53.682,60.235,53.790,57.106,51.901,51.946,51.027,53.116,55.617,51.654,51.221,79.665,87.766,71.122,72.303,70.391,64.417,72.150,34.503,32.523,33.405,39.784,59.128,53.566,41.452,60.837,63.981,34.518,49.129,44.244,45.795,35.681,53.077,50.406,47.667,56.176,54.846,54.399,52.436,56.699,52.288,48.261,46.583,51.656,52.684,53.092,55.074,53.182,59.080,54.203,55.213,58.702,57.903,56.918,66.144,43.553,44.101,75.729,37.062,45.957,42.237,37.507,38.554,40.596,47.592,42.463,46.142,44.632,63.511,44.432,40.447,43.762,41.496,34.162,57.278,52.718,54.577,51.963,50.861,46.334,40.074,48.390,56.872,51.970,38.675,37.195,34.224,65.147,52.975,41.357,46.036,29.897
26.867,65.812,75.427,78.083,82.401,48.578,40.875,35.744,33.397,51.719,50.602,50.856,42.103,54.752,58.099,53.003,42.975,42.286,45.024,43.963,40.114,44.811,55.932,43.617,37.462,51.698,58.220,51.838,54.873,51.503,51.127,50.573,52.726,54.788,50.433,50.642,80.306,88.172,71.856,73.495,69.837,63.800,72.998,34.683,32.504,31.919,39.077,60.188,55.462,45.808,61.825,64.807,34.316,49.393,44.383,45.900,35.668,53.576,50.373,48.083,54.002,53.976,53.611,50.282,55.394,52.306,46.355,45.859,50.284,48.063,51.626,55.456,52.951,55.410,56.050,56.404,55.736,56.813,55.615,70.366,42.158,45.000,76.157,35.896,46.167,42.138,37.408,38.330,40.257,47.496,40.769,46.053,44.300,62.522,44.217,40.679,43.877,41.376,34.053,55.523,51.110,52.846,52.302,51.808,44.601,40.446,49.267,57.004,51.233,38.518,37.069,33.894,62.951,51.431,41.024,46.483,29.249
26.883,66.553,74.888,79.293,82.188,48.260,40.277,35.572,33.393,53.145,54.096,49.071,43.103,51.170,54.756,53.658,43.805,43.039,46.176,45.087,40.789,46.739,54.053,40.548,35.142,48.016,55.377,48.394,51.637,51.981,51.145,50.758,53.074,54.613,50.105,51.533,79.145,87.573,71.805,71.530,69.294,61.634,71.097,33.800,32.783,33.220,38.510,56.922,53.804,46.812,58.545,60.670,35.086,49.515,45.338,47.232,37.086,54.399,51.750,48.985,51.149,50.726,49.297,46.378,51.741,47.791,46.790,48.205,48.239,46.682,52.242,52.966,53.899,54.423,53.708,55.418,58.548,57.587,56.791,67.851,44.198,45.706,75.581,36.684,45.740,41.642,37.658,38.647,40.774,46.762,42.202,46.331,43.922,59.864,44.939,41.107,44.218,41.614,34.046,51.146,45.288,47.440,49.189,46.905,42.590,36.009,45.539,54.792,51.466,38.067,36.887,33.904,62.979,53.576,41.096,45.918,29.355
26.900,65.018,75.227,78.459,82.222,48.886,40.806,35.495,33.877,51.555,55.403,45.877,43.601,50.695,55.160,53.758,41.919,42.656,45.429,43.536,40.599,45.390,53.712,39.946,35.014,48.079,54.548,47.898,51.998,51.559,51.296,50.572,52.431,57.001,49.908,50.533,78.010,87.585,69.764,70.303,69.013,61.569,68.874,34.673,33.726,33.170,39.445,56.997,53.408,49.708,58.522,58.728,34.215,49.555,43.987,45.654,34.711,52.495,49.777,47.130,50.719,50.258,49.029,46.243,51.136,47.147,45.714,47.244,50.028,51.350,52.614,54.673,54.072,55.499,52.013,54.260,56.814,55.720,55.504,68.104,45.480,47.286,74.554,36.886,46.240,42.281,37.100,38.664,40.728,47.671,42.355,47.449,44.400,56.288,43.338,40.114,42.903,40.098,29.712,51.133,44.556,46.970,47.776,46.694,40.765,37.397,45.600,54.787,51.757,38.271,36.708,33.608,63.793,52.609,41.062,46.425,29.552
26.917,66.520,76.098,79.036,83.176,48.714,40.057,35.041,32.685,51.255,54.061,47.156,45.534,53.204,57.017,54.554,45.573,46.657,48.073,46.271,42.780,48.189,53.251,38.887,33.449,45.327,53.094,45.793,50.355,51.494,51.462,49.920,52.229,55.395,50.420,50.567,79.548,88.135,72.371,72.725,70.256,61.536,70.599,33.891,32.535,32.799,37.447,57.999,55.950,52.053,58.715,58.776,36.106,52.119,45.782,47.325,36.962,53.900,51.739,48.633,48.902,48.205,47.568,44.463,48.292,44.958,45.728,47.021,50.623,48.642,51.621,54.396,53.470,55.847,54.803,54.145,57.472,56.726,56.096,69.783,42.342,44.009,76.040,36.320,45.632,41.556,36.136,38.284,40.059,45.791,41.357,46.136,43.533,58.771,45.189,40.905,44.088,41.567,31.382,50.587,43.921,46.532,49.370,44.281,40.651,36.803,44.567,54.752,51.160,38.436,36.765,33.815,63.362,51.852,41.093,45.925,29.444
26.933,66.385,75.007,78.855,82.381,49.539,41.459,35.601,34.159,53.158,52.824,48.845,47.606,52.015,57.033,53.907,45.284,45.306,46.913,45.896,41.988,47.604,52.562,38.845,33.340,45.997,53.700,46.736,50.881,51.379,50.931,49.906,50.162,54.625,50.064,49.236,78.259,87.380,71.382,73.030,69.825,61.506,70.500,35.699,33.796,35.041,40.254,59.123,54.926,52.414,58.735,59.505,35.744,51.385,45.808,47.281,37.557,53.468,52.058,48.789,49.035,49.532,48.566,45.788,49.903,47.018,47.056,46.673,50.968,48.421,51.260,54.239,53.800,54.075,52.273,53.816,56.499,56.404,56.495,66.515,43.985,45.729,75.041,37.535,46.718,43.193,38.393,39.724,41.265,48.319,43.484,47.962,45.580,59.571,45.700,41.137,44.761,42.626,34.198,50.838,45.582,47.076,49.668,46.500,41.727,37.650,45.014,55.051,51.439,37.802,36.904,33.731,63.928,52.381,41.078,45.929,29.470
26.950,66.048,74.948,77.742,82.256,48.068,40.071,34.952,32.761,54.269,54.009,48.729,46.637,52.130,55.499,54.066,44.222,45.384,46.508,44.773,42.063,47.498,51.823,36.132,30.038,42.171,50.729,43.362,47.824,51.294,50.770,49.844,49.449,55.394,51.069,49.441,79.187,87.841,71.163,71.400,69.566,60.753,68.866,33.008,32.038,33.254,38.271,57.375,55.670,52.447,56.940,55.699,35.148,51.203,45.872,46.916,37.004,53.221,52.220,48.990,46.683,46.408,45.273,41.815,47.745,43.585,45.658,46.862,49.568,51.204,50.671,53.515,53.196,56.154,54.265,55.011,58.079,57.114,55.705,66.163,45.212,46.646,74.954,36.121,45.538,40.439,36.250,37.024,39.158,46.095,39.799,45.868,43.078,56.112,45.884,41.308,44.809,42.988,34.146,48.466,44.653,44.280,47.920,43.789,41.609,35.051,43.590,52.832,51.137,38.202,36.826,33.682,61.254,50.947,41.191,46.111,29.505
26.967,64.390,73.939,77.252,82.051,48.633,40.098,35.204,32.770,50.966,51.824,49.591,47.942,51.704,54.583,54.039,42.850,44.219,45.450,43.800,40.905,45.774,51.735,36.924,30.915,43.249,51.021,44.337,49.164,51.360,51.209,50.288,51.319,55.931,50.775,50.577,78.441,87.454,71.936,71.888,68.280,59.299,67.799,33.894,32.195,33.768,38.248,56.602,55.002,52.336,58.057,58.940,34.072,50.011,45.209,46.527,35.686,52.910,51.220,48.142,47.670,47.086,46.143,43.102,48.105,43.318,47.022,48.605,49.293,47.880,51.322,54.088,54.412,54.670,52.761,55.500,56.522,55.961,56.111,65.210,47.223,46.966,74.079,35.659,46.018,42.130,37.629,38.999,40.433,46.859,42.204,46.248,44.434,56.359,44.815,40.716,44.158,41.559,31.863,49.716,44.498,44.536,47.705,47.051,41.805,36.459,44.673,53.640,51.490,37.880,36.923,33.748,63.960,53.335,41.339,46.131,29.438
26.983,61.856,73.943,77.059,81.894,47.593,38.768,33.498,31.826,48.871,48.720,49.743,50.723,53.971,58.307,53.743,42.598,43.852,45.611,43.736,41.102,46.074,50.782,36.415,30.323,42.467,50.483,43.287,47.960,51.176,51.217,50.132,51.422,55.105,49.542,50.290,78.476,87.609,71.498,72.289,68.869,59.452,66.768,32.434,30.951,31.632,37.512,59.445,58.341,55.892,62.280,62.160,34.737,50.713,44.686,46.233,35.544,53.076,51.290,48.382,46.522,46.643,44.803,40.919,45.862,43.418,45.933,48.009,50.334,49.474,51.640,54.898,52.641,52.191,53.482,55.361,58.993,57.338,55.538,64.521,47.119,47.969,73.503,34.440,44.469,39.558,34.973,36.555,37.738,44.642,39.640,44.492,41.936,60.682,44.943,40.834,44.317,42.056,32.927,46.996,43.375,44.186,46.695,44.839,41.817,36.154,44.432,53.508,51.009,38.378,36.637,33.778,62.517,52.940,41.108,46.128,29.619
27.000,63.390,74.443,78.191,82.491,47.521,38.860,35.025,32.153,47.822,53.289,46.955,47.534,52.549,54.443,54.153,45.632,45.311,46.224,45.869,42.631,47.184,50.849,36.958,30.085,43.007,51.041,43.326,48.133,51.415,50.999,50.064,51.802,55.440,49.765,49.341,80.057,87.341,72.882,73.546,69.417,60.493,69.292,32.765,31.292,31.405,37.652,55.910,54.713,51.957,58.171,57.792,35.628,51.941,45.244,47.013,36.789,53.740,51.791,49.013,46.506,47.221,45.571,41.356,46.259,42.502,43.175,46.371,49.177,46.642,50.779,55.115,52.980,53.915,51.657,54.874,55.998,57.901,55.670,66.692,44.300,44.618,75.000,34.984,45.213,41.072,35.796,37.432,38.911,45.730,39.201,44.779,42.772,57.087,45.661,41.233,44.598,42.197,33.621,47.222,41.706,44.706,46.315,43.246,40.300,36.066,44.106,53.489,51.294,37.811,36.702,33.580,61.161,51.145,41.320,46.198,29.506
27.017,59.770,73.696,77.055,81.377,47.696,38.798,34.074,31.584,52.689,50.780,49.951,46.110,54.173,55.094,53.735,43.255,44.417,45.729,44.206,42.214,46.310,49.981,36.544,29.536,43.080,49.802,43.454,47.576,51.728,50.881,50.265,51.897,54.855,50.679,49.565,78.217,86.827,72.144,72.408,68.798,59.783,68.311,32.525,31.264,31.834,38.219,56.269,52.902,48.858,57.291,60.333,35.767,52.379,45.112,47.075,36.728,53.633,51.289,49.268,45.095,46.234,45.241,40.420,46.080,42.981,45.351,45.231,47.324,47.744,47.588,52.028,51.510,52.284,51.244,54.806,55.268,54.895,55.520,63.169,47.396,47.624,73.588,35.031,44.864,40.986,36.302,37.923,38.635,46.786,39.813,44.960,42.515,56.381,45.985,41.367,44.889,42.722,34.077,47.120,43.403,44.073,45.681,42.806,40.870,34.340,44.268,52.489,50.888,38.063,36.562,33.460,61.556,51.277,41.141,46.265,29.486
27.033,63.574,73.824,77.960,81.972,47.926,39.250,34.099,31.802,54.097,49.868,50.833,47.471,54.742,56.867,54.390,43.296,45.742,46.357,44.560,42.181,47.751,49.279,35.874,29.769,43.229,50.351,43.788,47.984,51.122,50.946,49.972,50.449,54.694,50.735,50.226,80.023,87.767,72.340,72.737,70.224,63.227,70.505,32.543,32.497,31.998,38.742,57.836,56.732,50.956,60.403,62.334,35.126,52.443,45.330,46.977,36.916,53.275,51.769,49.136,46.097,46.345,45.283,41.616,46.534,43.625,44.216,46.790,48.714,48.360,50.841,53.202,51.162,54.028,52.548,54.816,54.327,56.139,56.056,68.520,41.859,43.606,75.444,34.381,44.858,41.464,35.480,36.784,39.024,46.875,41.423,46.087,44.249,60.167,45.604,41.118,44.658,42.157,34.015,47.329,42.368,45.314,47.080,42.764,40.426,35.683,43.550,53.377,51.554,38.120,36.817,33.464,62.058,50.943,41.260,45.951,29.326
27.050,62.375,73.396,77.697,81.378,46.641,38.185,33.709,31.691,54.028,52.375,49.179,46.388,50.656,54.191,53.118,40.880,42.116,44.330,42.085,39.926,44.814,48.568,35.886,30.321,43.436,50.308,44.368,47.899,51.268,51.085,50.058,50.668,55.271,50.551,49.982,81.055,87.587,72.483,72.855,70.629,65.433,71.307,32.375,31.456,32.526,38.772,55.174,52.275,50.419,54.205,57.699,34.276,50.055,43.898,45.567,35.217,52.037,49.925,47.261,46.092,47.012,45.602,41.583,47.146,44.025,46.299,47.627,51.222,48.580,52.068,55.512,52.947,54.594,54.646,54.652,55.949,56.194,55.720,67.317,42.130,45.819,75.482,35.505,45.588,41.067,36.241,38.149,39.151,47.242,40.289,46.606,43.251,52.855,44.113,40.159,43.960,41.189,32.841,47.778,43.375,46.416,46.935,42.687,41.598,35.601,44.141,53.264,51.109,38.145,36.627,33.627,63.157,52.630,41.281,46.243,29.277
27.067,62.601,74.195,77.554,82.194,46.847,38.497,33.092,31.223,54.877,53.174,46.490,41.350,45.631,50.493,53.827,42.641,44.749,46.366,43.958,41.455,47.209,48.632,36.198,31.104,44.224,50.924,45.775,48.976,51.805,51.577,50.266,51.642,55.633,50.654,50.945,80.049,87.489,72.538,73.816,71.009,65.829,70.845,32.368,30.763,31.282,37.039,50.531,49.310,46.848,50.391,50.578,35.328,51.439,45.013,46.982,36.545,53.661,51.579,48.976,46.730,47.753,46.561,43.377,48.159,45.059,46.402,48.422,51.457,50.617,49.742,55.137,53.266,53.265,57.793,55.563,58.390,54.585,55.987,68.667,40.571,43.386,75.771,33.469,43.924,39.466,34.757,37.078,38.055,46.167,40.135,45.427,43.276,48.211,45.923,41.019,44.770,42.828,34.683,49.125,44.206,46.465,47.556,42.843,40.522,36.656,45.483,54.947,51.194,38.316,36.996,33.897,64.492,53.542,41.145,46.341,29.945
27.083,70.019,76.405,78.852,82.864,46.683,38.315,32.654,30.221,52.947,52.764,51.180,45.357,47.008,51.789,53.827,43.090,44.312,46.009,44.197,41.769,46.666,48.222,36.026,30.182,43.101,50.094,44.367,48.674,51.387,50.806,49.710,50.056,54.481,49.667,48.815,81.717,89.297,73.546,76.133,72.793,65.384,72.238,31.391,30.202,30.856,37.138,52.115,49.911,48.837,52.584,51.941,34.873,50.538,44.917,46.550,36.042,53.245,51.020,48.156,46.287,46.601,46.009,41.940,47.016,44.478,45.073,44.328,51.210,48.281,50.252,51.171,51.404,51.886,53.316,53.546,55.085,53.616,55.147,70.019,40.488,42.446,77.793,33.279,44.252,40.123,34.387,36.650,38.039,45.848,40.353,44.595,42.703,49.390,45.012,40.955,44.528,42.153,34.003,49.225,45.072,44.702,47.607,45.130,42.563,36.761,44.910,55.098,51.180,37.882,36.472,33.443,61.936,50.454,41.413,45.815,29.268
27.100,65.420,73.224,76.870,80.942,48.083,39.521,33.557,31.191,51.941,46.341,53.303,53.037,55.705,59.260,53.450,43.436,45.265,46.640,44.567,42.777,47.530,48.727,36.741,31.260,44.265,50.655,45.120,48.786,51.217,51.282,50.077,51.533,55.782,50.545,50.103,82.295,87.886,73.622,75.967,72.114,67.862,71.731,31.976,30.615,30.325,36.694,60.648,58.048,56.180,62.824,63.259,36.109,52.286,45.077,47.539,36.879,54.013,51.998,49.685,48.514,47.899,47.087,45.238,48.798,46.944,43.935,45.102,49.791,47.680,50.445,52.484,49.823,51.253,52.144,54.656,56.605,56.606,55.032,71.589,41.555,45.410,74.036,33.487,44.363,40.217,35.675,37.237,38.529,45.190,39.692,44.336,42.552,61.348,46.652,41.328,44.940,42.791,34.356,52.184,45.446,46.967,49.528,45.500,43.285,38.546,46.019,55.557,51.106,37.990,36.426,33.614,61.443,52.201,41.132,46.126,29.550
27.117,58.037,72.552,76.006,80.975,47.595,38.124,33.080,29.751,46.579,52.160,49.336,43.470,53.537,52.927,53.412,42.400,43.340,45.520,43.604,41.452,46.222,47.397,35.009,30.215,41.849,49.222,43.213,47.516,51.470,50.960,50.599,52.023,55.319,50.248,50.317,80.193,87.116,72.200,72.929,68.559,65.640,69.967,31.051,30.370,30.174,35.821,53.606,51.840,46.203,55.331,58.407,35.624,51.786,44.519,46.754,36.365,53.159,51.248,49.112,45.165,45.326,45.040,42.427,46.279,43.710,46.368,47.062,49.600,48.415,51.621,52.605,51.868,51.953,55.121,56.249,56.831,55.511,56.135,66.552,43.713,44.466,73.996,33.009,43.129,38.008,33.428,34.193,35.317,42.962,36.491,41.473,39.858,59.792,45.918,41.217,44.891,42.768,35.034,47.714,45.378,44.761,47.681,44.197,41.976,36.397,44.936,54.800,51.450,38.186,36.509,33.678,61.521,51.798,41.379,46.031,29.769
27.133,58.808,72.309,75.937,80.739,47.623,38.869,32.198,28.587,52.587,51.395,50.666,45.050,52.163,54.675,53.490,42.803,44.659,45.711,43.919,42.648,46.697,47.054,36.063,31.470,43.706,49.883,45.156,49.542,51.346,51.047,50.266,49.774,55.863,51.210,49.426,80.664,86.359,71.256,72.019,68.903,62.272,69.529,29.652,27.943,28.923,34.592,55.231,53.103,47.672,57.752,59.161,35.663,51.796,44.634,46.750,36.513,53.974,51.833,49.447,47.235,46.602,46.149,43.102,48.241,46.734,45.839,46.577,50.879,46.408,51.127,54.637,53.431,51.523,53.414,54.536,56.359,55.538,55.407,65.809,44.730,45.892,73.740,31.130,41.925,36.695,30.081,32.837,33.009,42.275,35.111,38.554,37.041,58.739,46.002,41.140,44.506,42.429,34.975,50.322,45.056,47.003,48.333,45.836,42.791,37.456,45.233,54.934,51.187,37.898,36.430,33.532,62.607,53.859,41.607,46.320,29.723
27.150,58.918,72.549,76.321,80.684,48.102,39.301,33.438,30.670,52.407,53.297,48.770,42.771,46.992,51.658,53.373,41.905,43.219,45.097,43.388,41.170,45.832,46.462,35.767,31.479,43.700,49.356,44.727,48.942,51.559,51.112,50.762,52.778,54.744,51.447,50.446,80.584,86.836,71.887,73.437,69.294,66.563,70.313,30.998,28.884,31.343,36.016,50.884,48.170,46.305,52.870,54.121,35.431,51.036,44.003,46.256,35.845,52.970,50.510,48.559,46.176,46.237,45.431,41.951,47.449,45.236,45.517,47.277,50.420,47.514,52.655,53.694,52.827,56.422,52.363,54.493,57.561,56.373,55.581,67.443,44.271,46.810,74.002,31.920,42.273,37.987,31.783,34.040,35.054,43.854,36.399,40.761,39.433,52.301,45.487,40.835,44.515,42.448,33.804,48.425,44.644,44.268,47.576,44.028,41.201,36.310,44.577,54.392,51.342,37.899,36.585,33.760,62.440,52.785,41.683,46.090,29.838
27.167,59.131,72.605,76.837,80.525,47.250,39.235,33.637,31.458,52.274,53.650,49.149,42.071,47.781,51.475,53.322,42.636,42.941,45.085,43.192,41.396,46.534,45.924,34.767,29.663,41.940,47.461,42.570,47.224,51.822,51.258,50.287,51.539,55.022,49.928,49.418,80.672,86.655,71.785,72.896,68.325,63.475,70.204,31.370,31.506,31.514,37.170,52.013,47.588,45.739,51.212,54.296,35.703,51.012,44.087,46.352,35.811,53.910,50.811,49.041,44.379,45.083,44.052,39.905,45.664,43.387,45.487,44.798,50.868,47.978,52.333,52.649,53.479,52.659,52.893,54.487,58.553,55.238,55.452,67.052,43.657,45.900,74.179,32.265,43.135,39.992,33.425,35.485,37.082,46.539,39.522,42.732,41.905,52.463,45.453,40.873,44.665,42.295,33.974,47.519,43.292,45.322,47.495,43.098,41.434,36.908,44.646,54.242,51.480,38.199,36.871,33.493,62.255,51.723,41.255,46.173,29.612
27.183,59.113,72.144,75.306,80.501,47.701,39.268,33.331,31.727,53.567,50.670,49.881,45.101,49.226,52.728,53.354,41.349,43.009,44.497,43.170,41.132,45.724,47.611,37.307,32.992,45.526,51.844,47.298,50.238,51.869,51.204,50.425,51.086,55.180,50.468,49.639,80.268,86.148,71.366,72.149,68.488,64.042,69.312,32.022,31.661,31.676,38.347,53.774,51.530,49.393,54.914,55.975,34.852,50.892,44.028,46.457,35.858,53.585,50.894,48.477,48.325,48.300,47.409,44.857,49.223,46.493,46.368,48.048,51.077,47.440,49.840,53.784,54.256,54.531,53.317,54.385,57.759,56.608,55.600,68.555,44.856,45.315,73.551,34.544,45.060,41.079,35.196,37.206,39.261,47.629,40.167,46.302,43.978,51.476,45.166,41.064,44.285,42.185,33.962,51.238,45.354,49.271,49.061,46.651,41.716,37.284,45.509,56.194,51.300,37.959,36.417,33.558,62.914,52.000,41.725,46.255,29.833
27.200,58.831,71.601,75.651,80.083,52.049,45.287,39.418,38.993,54.229,49.284,53.655,46.680,49.674,53.143,53.091,42.293,43.562,46.156,44.046,42.020,45.900,47.221,37.311,33.700,46.466,52.270,48.767,51.480,51.369,50.788,50.359,50.044,55.957,49.630,50.190,80.218,86.008,70.391,73.064,68.282,62.314,68.544,38.741,37.608,38.534,45.132,55.052,53.059,51.186,55.641,55.606,35.627,51.511,44.601,47.216,36.836,54.664,52.053,49.664,49.689,49.354,49.471,45.872,50.692,48.918,43.304,46.161,47.959,49.199,49.630,53.846,52.250,52.856,52.510,54.694,55.494,55.187,55.723,66.632,45.178,47.119,72.984,42.112,51.090,50.395,43.883,45.461,48.610,56.890,50.806,55.658,54.263,53.601,46.108,41.229,44.787,42.775,34.481,51.076,46.407,49.650,49.219,45.479,42.620,40.223,46.134,56.094,51.100,37.951,36.419,33.436,61.727,51.243,41.674,46.569,29.902
27.217,60.955,71.698,75.970,79.902,52.837,45.737,41.503,39.729,55.955,48.916,53.429,48.844,50.190,53.671,52.838,41.857,43.373,45.961,44.240,41.750,46.558,45.992,35.928,32.391,45.232,49.786,46.716,49.532,51.561,51.071,50.332,51.232,55.335,50.984,49.559,80.133,86.098,70.999,71.927,68.054,64.722,68.306,40.625,39.586,41.863,48.668,56.127,53.974,52.806,55.660,57.099,35.726,51.642,44.672,46.836,36.882,54.313,51.411,49.040,47.415,47.289,47.135,44.648,48.180,45.937,43.454,46.355,48.251,50.121,52.071,51.868,52.758,53.374,50.887,53.785,55.283,55.774,55.600,65.944,44.736,47.073,73.402,44.428,54.373,53.479,46.941,50.043,53.622,58.748,52.822,59.896,59.131,54.397,45.650,41.186,44.665,42.284,34.326,50.117,45.216,47.412,48.856,46.320,42.538,37.186,45.861,55.829,50.953,38.133,36.616,33.328,62.547,51.417,41.429,46.014,29.508
27.233,61.941,71.932,75.962,80.013,51.862,44.973,41.024,40.741,57.259,48.343,54.936,50.298,50.746,56.409,52.612,41.489,43.455,45.913,44.113,41.985,46.479,46.151,38.009,35.744,49.791,52.516,50.236,53.118,51.202,51.234,50.225,51.186,54.086,48.934,49.490,80.077,85.694,70.297,72.430,69.214,63.641,69.170,40.872,40.422,41.917,48.873,55.463,54.511,54.296,58.059,56.453,35.268,51.464,44.554,46.488,36.485,54.426,51.783,48.954,51.282,51.166,49.290,48.300,51.039,48.686,46.983,47.547,48.297,49.702,52.303,52.620,53.151,52.774,53.466,53.699,57.383,55.866,54.858,67.114,45.803,46.073,73.488,45.110,54.066,53.667,46.836,50.533,54.293,60.222,55.893,61.332,59.435,57.179,45.606,41.100,44.798,42.222,34.294,52.001,46.720,48.171,49.607,45.922,42.578,37.898,45.628,54.920,50.941,37.703,37.129,33.427,61.694,52.564,41.573,46.107,29.685
